Metabolite	Score	Normalized score	No. of reactions	No. of positive reactions	No. of negative reactions	candidate reactions	positive reactions	negative reactions	Positive score	Negative score
lys_DASH_L_p	0.02183231869876165	0.010916159349380825	4	0	1	LYSabcpp;LYSt2pp;LYStex_reverse;CADVtpp		LYStex_reverse	0.0	-0.0218323186988
lystrna_c	0.0	0.0	0	0	0				0.0	0.0
lyx_DASH_L_c	0.0	0.0	1	0	0	LYXI			0.0	0.0
lyx_DASH_L_e	0.0	0.0	2	0	0	EX_lyx_DASH_L_LPAREN_e_RPAREN_;LYXtex			0.0	0.0
lyx_DASH_L_p	0.0	0.0	2	0	0	LYXtex_reverse;LYXt2pp			0.0	0.0
malACP_c	0.09621229028350847	0.023334907960087834	17	1	4	OPMEACPS;MACPD;KAS14;OGMEACPS;3OAS140;3OAS141;3OAS100;KAS15;3OAS80;3OAS160;3OAS161;3OAS180;3OAS181;3OAS120;3OAS121;MCOATA_reverse;3OAS60	MCOATA_reverse	MACPD;OPMEACPS;3OAS140;OGMEACPS	0.0481061173309	-0.0481061729526
mal_DASH_D_c	0.0	0.0	1	0	0	MALDDH			0.0	0.0
mal_DASH_D_e	0.0	0.0	2	0	0	MALDtex;EX_mal_DASH_D_LPAREN_e_RPAREN_			0.0	0.0
mal_DASH_D_p	0.0	0.0	2	0	0	MALDt2_2pp;MALDtex_reverse			0.0	0.0
mal_DASH_L_c	0.5322735715154896	0.1881871259324927	8	1	2	MDH;MOX;MALt3pp;ME1;MDH2;ME2;MDH3;FUM_reverse	FUM_reverse	MDH;ME2	0.249400079687	-0.282873491829
mal_DASH_L_e	0.0	0.0	2	0	0	MALtex;EX_mal_DASH_L_LPAREN_e_RPAREN_			0.0	0.0
mal_DASH_L_p	0.0	0.0	4	0	0	SUCMALtpp;MALtex_reverse;MALt2_2pp;MALt2_3pp			0.0	0.0
malcoa_c	1.3139352138318664e-06	7.586008494035566e-07	3	0	1	MALCOAMT;MCOATA;Ec_biomass_iJO1366_WT_53p95M		MALCOAMT	0.0	-1.31393521383e-06
malcoame_c	1.3139352138318664e-06	1.3139352138318664e-06	1	0	1	OGMEACPS		OGMEACPS	0.0	-1.31393521383e-06
malt6p_c	0.0	0.0	0	0	0				0.0	0.0
malt_c	0.0	0.0	5	0	0	MALTATr;AMALT4;AMALT3;AMALT2;AMALT1			0.0	0.0
malt_e	0.0	0.0	2	0	0	EX_malt_LPAREN_e_RPAREN_;MALTtexi			0.0	0.0
malt_p	0.0	0.0	2	0	0	MALTabcpp;MALTptspp			0.0	0.0
malthp_c	0.0	0.0	2	0	0	MLTG5;MLTP3			0.0	0.0
malthx_c	0.0	0.0	4	0	0	MLTG4;MLTP2;AMALT4;MLTP3_reverse			0.0	0.0
malthx_e	0.0	0.0	2	0	0	EX_malthx_LPAREN_e_RPAREN_;MALTHXtexi			0.0	0.0
malthx_p	0.0	0.0	1	0	0	MALTHXabcpp			0.0	0.0
maltpt_c	0.0	0.0	4	0	0	MLTP1;AMALT3;MLTP2_reverse;MLTG3			0.0	0.0
maltpt_e	0.0	0.0	2	0	0	MALTPTtexi;EX_maltpt_LPAREN_e_RPAREN_			0.0	0.0
maltpt_p	0.0	0.0	1	0	0	MALTPTabcpp			0.0	0.0
malttr_c	0.0	0.0	2	0	0	MLTG1;AMALT1			0.0	0.0
malttr_e	0.0	0.0	2	0	0	MALTTRtexi;EX_malttr_LPAREN_e_RPAREN_			0.0	0.0
malttr_p	0.0	0.0	1	0	0	MALTTRabcpp			0.0	0.0
maltttr_c	0.0	0.0	3	0	0	AMALT2;MLTP1_reverse;MLTG2			0.0	0.0
maltttr_e	0.0	0.0	2	0	0	MALTTTRtexi;EX_maltttr_LPAREN_e_RPAREN_			0.0	0.0
maltttr_p	0.0	0.0	1	0	0	MALTTTRabcpp			0.0	0.0
man1p_c	0.0	0.0	2	0	0	PMANM;MAN1PT2			0.0	0.0
man6p_c	0.0	0.0	3	0	0	MN6PP;PMANM_reverse;MAN6PI			0.0	0.0
man6p_e	0.0	0.0	2	0	0	MAN6Ptex;EX_man6p_LPAREN_e_RPAREN_			0.0	0.0
man6p_p	0.0	0.0	2	0	0	MAN6Pt6_2pp;MAN6Ptex_reverse			0.0	0.0
man6pglyc_c	0.0	0.0	1	0	0	MANPGH			0.0	0.0
man_c	0.0	0.0	1	0	0	HEX4			0.0	0.0
man_e	0.0	0.0	2	0	0	MANtex;EX_man_LPAREN_e_RPAREN_			0.0	0.0
man_p	0.0	0.0	2	0	0	MANptspp;MANtex_reverse			0.0	0.0
mana_c	0.0	0.0	2	0	0	MNNH;MANAO			0.0	0.0
manglyc_e	0.0	0.0	2	0	0	EX_manglyc_LPAREN_e_RPAREN_;MANGLYCtex			0.0	0.0
manglyc_p	0.0	0.0	2	0	0	MANGLYCptspp;MANGLYCtex_reverse			0.0	0.0
mdhdhf_c	0.00023537578380060888	0.00023537578380060888	1	0	1	MTHTHFSs		MTHTHFSs	0.0	-0.000235375783801
melib_c	0.0	0.0	2	0	0	MELIBt3ipp;GALS3			0.0	0.0
melib_e	0.0	0.0	2	0	0	EX_melib_LPAREN_e_RPAREN_;MELIBtex			0.0	0.0
melib_p	0.0	0.0	2	0	0	MELIBt2pp;MELIBtex_reverse			0.0	0.0
meoh_c	9.49975600534176e-08	9.49975600534176e-08	1	1	0	MEOHtrpp_reverse	MEOHtrpp_reverse		9.49975600534e-08	0.0
meoh_e	2.7869002840245823e-06	1.9706360893244972e-06	2	1	1	EX_meoh_LPAREN_e_RPAREN_;MEOHtex	MEOHtex	EX_meoh_LPAREN_e_RPAREN_	1.47296507019e-06	-1.31393521383e-06
meoh_p	1.5679626302461336e-06	1.1087170084941363e-06	2	2	0	MEOHtrpp;MEOHtex_reverse	MEOHtrpp;MEOHtex_reverse		1.56796263025e-06	0.0
mercppyr_c	0.0	0.0	1	0	0	MCPST			0.0	0.0
met_DASH_D_c	0.0	0.0	0	0	0				0.0	0.0
met_DASH_D_e	0.0	0.0	2	0	0	EX_met_DASH_D_LPAREN_e_RPAREN_;METDtex			0.0	0.0
met_DASH_D_p	0.0	0.0	2	0	0	METDtex_reverse;METDabcpp			0.0	0.0
met_DASH_L_c	0.5253367449642988	0.2144678280495254	6	0	2	Ec_biomass_iJO1366_core_53p95M;METTRS;METOX1s;Ec_biomass_iJO1366_WT_53p95M;METOX2s;METAT		METAT;Ec_biomass_iJO1366_core_53p95M	0.0	-0.525336744964
met_DASH_L_e	0.0	0.0	2	0	0	EX_met_DASH_L_LPAREN_e_RPAREN_;METtex			0.0	0.0
met_DASH_L_p	0.0	0.0	2	0	0	METtex_reverse;METabcpp			0.0	0.0
methf_c	0.6195976334767338	0.3577248604770474	3	2	0	MTHFD_reverse;THFAT;MTHFC	MTHFD_reverse;MTHFC		0.619597633477	0.0
metsox_DASH_R_DASH_L_c	0.0	0.0	1	0	0	METSOXR2			0.0	0.0
metsox_DASH_R_DASH_L_e	0.0	0.0	2	0	0	METSOX2tex;EX_metsox_DASH_R_DASH_L_LPAREN_e_RPAREN_			0.0	0.0
metsox_DASH_R_DASH_L_p	0.0	0.0	2	0	0	METSOX2abcpp;METSOX2tex_reverse			0.0	0.0
metsox_DASH_S_DASH_L_c	0.0	0.0	1	0	0	METSOXR1			0.0	0.0
metsox_DASH_S_DASH_L_e	0.0	0.0	2	0	0	EX_metsox_DASH_S_DASH_L_LPAREN_e_RPAREN_;METSOX1tex			0.0	0.0
metsox_DASH_S_DASH_L_p	0.0	0.0	2	0	0	METSOX1abcpp;METSOX1tex_reverse			0.0	0.0
mettrna_c	0.0	0.0	1	0	0	FMETTRS			0.0	0.0
mg2_c	0.529417908607928	0.30565957204859595	3	1	1	Ec_biomass_iJO1366_WT_53p95M;MG2t3_2pp_reverse;Ec_biomass_iJO1366_core_53p95M	MG2t3_2pp_reverse	Ec_biomass_iJO1366_core_53p95M	0.00455320133559	-0.524864707272
mg2_e	0.004553201335587554	0.0032195995405016045	2	0	1	EX_mg2_LPAREN_e_RPAREN_;MG2tex		EX_mg2_LPAREN_e_RPAREN_	0.0	-0.00455320133559
mg2_p	0.004553201335587554	0.002276600667793777	4	1	0	MG2tex_reverse;MG2tpp;MG2t3_2pp;MG2uabcpp	MG2tex_reverse		0.00455320133559	0.0
mi1p_DASH_D_c	0.0	0.0	1	0	0	MI1PP			0.0	0.0
micit_c	0.0	0.0	2	0	0	MCITL2;MICITDr_reverse			0.0	0.0
mincyc_e	0.0	0.0	2	0	0	MINCYCtex;EX_mincyc_LPAREN_e_RPAREN_			0.0	0.0
mincyc_p	0.0	0.0	2	0	0	MINCYCtpp;MINCYCtex_reverse			0.0	0.0
minohp_e	0.0	0.0	2	0	0	MINOHPtexi;EX_minohp_LPAREN_e_RPAREN_			0.0	0.0
minohp_p	0.0	0.0	1	0	0	PHYTSpp			0.0	0.0
mlthf_c	1.2483239528446273	0.47182210498171495	7	1	4	Ec_biomass_iJO1366_core_53p95M;MOHMT;GHMT2r_reverse;TMDS;MTHFR2;Ec_biomass_iJO1366_WT_53p95M;MTHFD	GHMT2r_reverse	TMDS;MTHFR2;MOHMT;Ec_biomass_iJO1366_core_53p95M	0.628405249431	-0.619918703414
mmcoa_DASH_S_c	0.0	0.0	1	0	0	MMCD			0.0	0.0
mmet_c	0.0	0.0	1	0	0	HCYSMT2			0.0	0.0
mmet_e	0.0	0.0	2	0	0	MMETtex;EX_mmet_LPAREN_e_RPAREN_			0.0	0.0
mmet_p	0.0	0.0	2	0	0	MMETt2pp;MMETtex_reverse			0.0	0.0
mn2_c	0.5248647072723405	0.30303078003181994	3	0	1	MN2t3pp;Ec_biomass_iJO1366_WT_53p95M;Ec_biomass_iJO1366_core_53p95M		Ec_biomass_iJO1366_core_53p95M	0.0	-0.524864707272
mn2_e	0.0003626815127251872	0.000256454557058975	2	0	1	EX_mn2_LPAREN_e_RPAREN_;MNtex		EX_mn2_LPAREN_e_RPAREN_	0.0	-0.000362681512725
mn2_p	0.0007253630254503744	0.00041878853800397505	3	1	1	MN2tpp;MNtex_reverse;MNt2pp	MNtex_reverse	MN2tpp	0.000362681512725	-0.000362681512725
mnl1p_c	0.0	0.0	1	0	0	M1PD			0.0	0.0
mnl_e	0.0	0.0	2	0	0	MNLtex;EX_mnl_LPAREN_e_RPAREN_			0.0	0.0
mnl_p	0.0	0.0	2	0	0	MNLptspp;MNLtex_reverse			0.0	0.0
moadamp_c	0.0002561339771489021	0.0002561339771489021	1	0	1	MOADSUx		MOADSUx	0.0	-0.000256133977149
moadcoo_c	0.0002561339771489021	0.0002561339771489021	1	0	1	MPTSS		MPTSS	0.0	-0.000256133977149
moadcosh_c	0.00012806698857445106	0.00012806698857445106	1	0	1	MPTS		MPTS	0.0	-0.000128066988574
mobd_c	0.5249287407666277	0.30306774978698375	3	0	2	MOCOS;Ec_biomass_iJO1366_WT_53p95M;Ec_biomass_iJO1366_core_53p95M		MOCOS;Ec_biomass_iJO1366_core_53p95M	0.0	-0.524928740767
mobd_e	6.770754723813192e-05	4.7876465789591576e-05	2	0	1	MOBDtex;EX_mobd_LPAREN_e_RPAREN_		EX_mobd_LPAREN_e_RPAREN_	0.0	-6.77075472381e-05
mobd_p	0.00013541509447626384	9.575293157918315e-05	2	1	1	MOBDtex_reverse;MOBDabcpp	MOBDtex_reverse	MOBDabcpp	6.77075472381e-05	-6.77075472381e-05
moco_c	6.403349428722553e-05	3.696975516388203e-05	3	0	1	MOCDS;MOGDS;BMOCOS		BMOCOS	0.0	-6.40334942872e-05
mococdp_c	0.0	0.0	1	0	0	Ec_biomass_iJO1366_WT_53p95M			0.0	0.0
mocogdp_c	0.0	0.0	1	0	0	Ec_biomass_iJO1366_WT_53p95M			0.0	0.0
mpt_c	0.00012806698857445106	0.00012806698857445106	1	0	1	MPTAT		MPTAT	0.0	-0.000128066988574
mptamp_c	0.00012806698857445106	6.403349428722553e-05	4	0	2	WCOS;BMOCOS;BWCOS;MOCOS		BMOCOS;MOCOS	0.0	-0.000128066988574
mql8_c	0.0	0.0	12	0	0	TMAOR1pp;NTRIR4pp;QMO3;NO3R2pp;CYTBD2pp;Ec_biomass_iJO1366_WT_53p95M;NO3R2bpp;DMSOR1pp;FRD2;TMAOR1;DMSOR1;SELR			0.0	0.0
mqn8_c	0.0	0.0	12	0	0	DSBAO2;L_DASH_LACD3;DHORD5;NADPHQR3;MDH3;G3PD6;HYD2pp;NADH10;NADH17pp;ASPO4;GLYCTO3;FDH5pp			0.0	0.0
msa_c	0.0	0.0	1	0	0	MSAR			0.0	0.0
mso3_c	0.0	0.0	1	0	0	FDMO2			0.0	0.0
mso3_e	0.0	0.0	2	0	0	EX_mso3_LPAREN_e_RPAREN_;MSO3tex			0.0	0.0
mso3_p	0.0	0.0	2	0	0	MSO3tex_reverse;MSO3abcpp			0.0	0.0
mthgxl_c	0.0	0.0	5	0	0	LGTHL;ALR2;GLYOX3;LALDO3;LALDO2x			0.0	0.0
mththf_c	0.00023537578380060888	0.00023537578380060888	1	0	1	DM_MTHTHF		DM_MTHTHF	0.0	-0.000235375783801
murein3p3p_p	0.0	0.0	2	0	0	MLTGY3pp;Ec_biomass_iJO1366_WT_53p95M			0.0	0.0
murein3px3p_p	0.0	0.0	1	0	0	MLDEP1pp			0.0	0.0
murein3px4p_p	0.0008955911864988723	0.0006332786011442585	2	0	1	MDDEP2pp;Ec_biomass_iJO1366_WT_53p95M		MDDEP2pp	0.0	-0.000895591186499
murein4p3p_p	0.0008955911864988723	0.0006332786011442585	2	0	1	MLTGY2pp;MLDCP2Bpp		MLTGY2pp	0.0	-0.000895591186499
murein4p4p_p	0.00022241618122386533	0.00012841204210172725	3	0	1	Ec_biomass_iJO1366_WT_53p95M;MLTGY1pp;MLDCP1Bpp		MLTGY1pp	0.0	-0.000222416181224
murein4px4p4p_p	0.0	0.0	1	0	0	MLTGY4pp			0.0	0.0
murein4px4p_p	0.0	0.0	2	0	0	MDDEP1pp;Ec_biomass_iJO1366_WT_53p95M			0.0	0.0
murein4px4px4p_p	0.0	0.0	2	0	0	Ec_biomass_iJO1366_WT_53p95M;MDDEP4pp			0.0	0.0
murein5p3p_p	0.0	0.0	1	0	0	MDDCP5pp			0.0	0.0
murein5p4p_p	0.00022241618122386533	0.00022241618122386533	1	0	1	MDDCP4pp		MDDCP4pp	0.0	-0.000222416181224
murein5p5p5p_p	0.0	0.0	1	0	0	MCTP2App			0.0	0.0
murein5p5p_p	0.008410477610564635	0.0037612799320925054	5	0	1	MCTP1Bpp;MCTP1App;MPTG2;MLDCP2App;MDDCP3pp		MCTP1App	0.0	-0.00841047761056
murein5px3p_p	0.0	0.0	2	0	0	MLDEP2pp;MLDCP3App			0.0	0.0
murein5px4p_p	0.5259827146400632	0.2629913573200316	4	0	3	MDDEP3pp;MDDCP1pp;Ec_biomass_iJO1366_core_53p95M;MLDCP1App		MDDEP3pp;Ec_biomass_iJO1366_core_53p95M;MLDCP1App	0.0	-0.52598271464
murein5px4px4p_p	0.0	0.0	1	0	0	MDDCP2pp			0.0	0.0
myrsACP_c	0.0	0.0	7	0	0	EDTXS4;ACPPAT140;EDTXS2;FA140ACPHi;AGPAT140;3OAS160;G3PAT140			0.0	0.0
n2o_c	0.0	0.0	1	0	0	N2Otpp_reverse			0.0	0.0
n2o_e	0.0	0.0	2	0	0	N2Otex;EX_n2o_LPAREN_e_RPAREN_			0.0	0.0
n2o_p	0.0	0.0	2	0	0	N2Otex_reverse;N2Otpp			0.0	0.0
n8aspmd_c	0.0	0.0	0	0	0				0.0	0.0
na15dap_c	0.0	0.0	0	0	0				0.0	0.0
na1_c	0.0	0.0	4	0	0	NAt3pp;CAt6pp_reverse;NAt3_2pp;NAt3_1p5pp			0.0	0.0
na1_e	0.0	0.0	2	0	0	EX_na1_LPAREN_e_RPAREN_;NAtex			0.0	0.0
na1_p	0.0	0.0	13	0	0	ALAt4pp;CAt6pp;PNTOt4pp;PROt4pp;GLUt4pp;INOSTt4pp;ACt4pp;SERt4pp;THRt4pp;GLYCLTt4pp;NAtex_reverse;PPAt4pp;GLYt4pp			0.0	0.0
nac_c	0.0	0.0	1	0	0	NAMNPP			0.0	0.0
nac_e	0.0	0.0	2	0	0	EX_nac_LPAREN_e_RPAREN_;NACtex			0.0	0.0
nac_p	0.0	0.0	2	0	0	NACtex_reverse;NACtpp			0.0	0.0
nad_c	10.393720483964001	1.176857100331069	78	7	27	NADK;HACD4_reverse;IPMD;NADN;AKGDH;LIPOS;UACMAMO;DHPPD;ME1;MANAO;GLTPD;LCARR_reverse;GLYCDx;HADPCOADH3;IDOND_reverse;OPHHX3;SHCHD2;MDH;APPLDHr_reverse;P5CD;LCARS_reverse;FALDH2;MALDDH;HACD7_reverse;DHBD;HACD5_reverse;ACALD;UDPGD;SGSAD;HACD3_reverse;PGCD;Ec_biomass_iJO1366_WT_53p95M;PDX5PS;IMPD;ALDD19xr;CHOLD;GHBDHx_reverse;SBTPD;URDGLYCD;NADTRHD;ABUTD;GAPD;BETALDHx;Ec_biomass_iJO1366_core_53p95M;OMPHHX3;PPND;ALDD4;PDX5PO2;E4PD;TAGURr;GLYCL;PDH;ALCD2x;LCADi;NADDP;HISTD;HACD8_reverse;GCALDD;DHCIND;QUINDH;HXAND;ALCD19_reverse;OMMBLHX3;PERD;HACD2_reverse;HACD1_reverse;SSALx;UDPGDC;DURADx;AMPMS2;ALDD2x;LDH_D;M1PD;GALCTLO;HACD6_reverse;XAND;THRD;TRSARr_reverse	HACD4_reverse;HACD7_reverse;HACD5_reverse;HACD2_reverse;HACD6_reverse;HACD3_reverse;HACD1_reverse	NADK;IPMD;AKGDH;AMPMS2;OPHHX3;MDH;P5CD;THRD;ACALD;SGSAD;PGCD;IMPD;ABUTD;GAPD;Ec_biomass_iJO1366_core_53p95M;PPND;PDX5PO2;E4PD;GLYCL;PDH;HISTD;GCALDD;PDX5PS;HXAND;SHCHD2;LDH_D;XAND	1.28296957186	-9.1107509121
nadh_c	11.924011580404695	1.341556115961512	79	7	7	LALDO2x;DOGULNR;EAR180x;ALDD19xr_reverse;DKGLCNR2x;MDH_reverse;TRSARr;MANAO_reverse;MTHFR2;EAR120x;NODOx;M1PD_reverse;NADH10;EAR141x;NADH18pp;HPYRRx;DURADx_reverse;FALDH2_reverse;LCARS;NADH17pp;GAPD_reverse;ALR4x;2DGULRx;IDOND;QUINDH_reverse;IPDPS;NTRIR2x;EAR161x;ALCD19;FADRx;HADPCOADH3_reverse;Ec_biomass_iJO1366_WT_53p95M;DHBD_reverse;HACD2;BSORx;TAGURr_reverse;EAR100x;NHFRBO;EAR60x;PYROX;NADH16pp;EAR181x;GLTPD_reverse;NADH9;MOADSUx;EAR40x;PPPNDO;GLYCLTDx;EAR140x;DMPPS;LDH_D_reverse;E4PD_reverse;FLVRx;NADH5;HACD1;HACD3;SBTPD_reverse;HACD5;HACD4;HACD7;HACD6;PERD_reverse;HACD8;3HCINNMH;THD2pp;2DGULRGx;LCARR;CINNDO;3HPPPNH;ACALD_reverse;APPLDHr;POAACR;EAR121x;ALCD2x_reverse;DHPTDNRN;FMNRx;EAR160x;EAR80x;GHBDHx	HACD1;GAPD_reverse;HACD6;PERD_reverse;THD2pp;ACALD_reverse;E4PD_reverse	NADH16pp;MOADSUx;IPDPS;DMPPS;TRSARr;FADRx;MTHFR2	2.28582402682	-9.63818755358
nadp_c	3.320286166828158	0.5458516833905358	37	9	4	G6PDH2r;KARA2_reverse;3OAR120_reverse;ASAD;ALDD3y;GND;ME2;3OAR100_reverse;GLUDy;KARA1;Ec_biomass_iJO1366_WT_53p95M;3OAR40_reverse;DSERDHr;AGPR;ATHRDHr;DHFR_reverse;ICDHyr;OXCOAHDH;5DGLCNR_reverse;Ec_biomass_iJO1366_core_53p95M;GGGABADr;BETALDHy;LSERDHr;G3PD2;HSDy;3OAR180_reverse;GTHOr_reverse;3OAR60_reverse;MTHFD;SHK3Dr_reverse;3OAR160_reverse;THD2pp;ALDD2y;SSALy;NADPPPS;3OAR80_reverse;3OAR140_reverse	AGPR;GLUDy;THD2pp;KARA2_reverse;KARA1;ALDD2y;ASAD;3OAR140_reverse;DHFR_reverse	NADPPPS;SSALy;Ec_biomass_iJO1366_core_53p95M;ME2	2.75780878135	-0.562477385476
nadph_c	12.045654933447826	1.2697235166046363	90	5	21	ALR2;DHPTDNR;3OAR40;FMNRx2;DHDPRy;2DGULRy;THZPSN3;SELGTHR3;SELGTHR2;ASAD_reverse;LALDO3;IDOND2;SULRi;3OAR161;3OAR160;GLUTRR;GTHOr;MSAR;3OAR100;EPMEACPR;EAR40y;G6PDH2r_reverse;GMPR;GLUDy_reverse;monooxygenase;2DGULRGy;DSERDHr_reverse;EGMEACPR;CDGR;3OAR60;DKGLCNR2y;NODOy;ICDHyr_reverse;APRAUR;GGGABADr_reverse;EAR120y;KARA2;3OAR181;3OAR180;3OAR121;3OAR120;5DGLCNR;DHMPTR;ATHRDHr_reverse;DKGLCNR1;EAR160y;EAR121y;FLVR;NADPHQR3;NADPHQR4;TYRL;EAR161y;3OAR80;G5SD;EAR141y;EAR180y;SHK3Dr;P5CR;FLDR2;Ec_biomass_iJO1366_WT_53p95M;GOFUCR;HSDy_reverse;EAR60y;LSERDHr_reverse;3OAR141;PACCOAE;AGPR_reverse;TDPDRR;MTHFD_reverse;UAPGR;FADRx2;EAR80y;DPR;KARA1_reverse;DHFR;DXPRIi;OPMEACPR;HPYRRy;GLUSy;NADPHQR2;OGMEACPR;BSORy;TRDR;NADTRHD;3OAR140;EAR181y;EAR140y;G3PD2_reverse;GLYCLTDy;EAR100y	SHK3Dr;monooxygenase;ICDHyr_reverse;KARA1_reverse;MTHFD_reverse	DHDPRy;G3PD2_reverse;APRAUR;DPR;TRDR;THZPSN3;GLUDy_reverse;EPMEACPR;ASAD_reverse;P5CR;DXPRIi;AGPR_reverse;OPMEACPR;SULRi;EGMEACPR;UAPGR;G5SD;GLUTRR;HSDy_reverse;OGMEACPR;TYRL	7.51304676235	-4.5326081711
ncam_c	0.0	0.0	1	0	0	NNAM			0.0	0.0
nh4_c	8.852692977336302	2.799467323456008	10	2	6	NADS1;Ec_biomass_iJO1366_core_53p95M;GLUDy_reverse;NH4tpp_reverse;ASNS2;Ec_biomass_iJO1366_WT_53p95M;TRPAS2_reverse;GLNS;CBMKr;CCGS	GLNS;NH4tpp_reverse	NADS1;Ec_biomass_iJO1366_core_53p95M;GLUDy_reverse;ASNS2;TRPAS2_reverse;CBMKr	4.84902699376	-4.00366598357
nh4_e	2.9977216035146634	2.1197092739546295	2	0	1	EX_nh4_LPAREN_e_RPAREN_;NH4tex		EX_nh4_LPAREN_e_RPAREN_	0.0	-2.99772160351
nh4_p	2.9977216035146634	2.1197092739546295	2	1	0	NH4tex_reverse;NH4tpp	NH4tex_reverse		2.99772160351	0.0
ni2_c	0.5248958686949913	0.26244793434749564	4	0	2	NI2t3pp;Ec_biomass_iJO1366_WT_53p95M;NI2abcpp;Ec_biomass_iJO1366_core_53p95M		NI2abcpp;Ec_biomass_iJO1366_core_53p95M	0.0	-0.524895868695
ni2_e	0.00016953130044896597	0.00011987673217083782	2	0	1	NI2tex;EX_ni2_LPAREN_e_RPAREN_		EX_ni2_LPAREN_e_RPAREN_	0.0	-0.000169531300449
ni2_p	0.00037022402354869863	0.0002137489396563075	3	1	1	NI2tpp;NI2uabcpp;NI2tex_reverse	NI2tex_reverse	NI2tpp	0.000169531300449	-0.0002006927231
nicrnt_c	0.0	0.0	2	0	0	NNDMBRT;NNATr			0.0	0.0
nmn_c	0.0	0.0	3	0	0	NMNN;NMNAT;NMNDA			0.0	0.0
nmn_e	0.0	0.0	2	0	0	NMNtex;EX_nmn_LPAREN_e_RPAREN_			0.0	0.0
nmn_p	0.0	0.0	3	0	0	NMNPtpp;NMNt7pp;NMNtex_reverse			0.0	0.0
no2_c	0.0	0.0	3	0	0	NO3t7pp;NO2t2rpp_reverse;NTRIR2x			0.0	0.0
no2_e	0.0	0.0	2	0	0	EX_no2_LPAREN_e_RPAREN_;NO2tex			0.0	0.0
no2_p	0.0	0.0	4	0	0	NTRIR3pp;NO2t2rpp;NO2tex_reverse;NTRIR4pp			0.0	0.0
no3_c	0.0	0.0	2	0	0	NO3R1pp;NO3R2pp			0.0	0.0
no3_e	0.0	0.0	2	0	0	NO3tex;EX_no3_LPAREN_e_RPAREN_			0.0	0.0
no3_p	0.0	0.0	4	0	0	NO3t7pp;NO3R2bpp;NO3R1bpp;NO3tex_reverse			0.0	0.0
no_c	0.0	0.0	5	0	0	NOtpp_reverse;NODOx;FESD2s;NODOy;NHFRBO			0.0	0.0
no_e	0.0	0.0	2	0	0	EX_no_LPAREN_e_RPAREN_;NOtex			0.0	0.0
no_p	0.0	0.0	2	0	0	NOtpp;NOtex_reverse			0.0	0.0
novbcn_e	0.0	0.0	2	0	0	EX_novbcn_LPAREN_e_RPAREN_;NOVBCNtex			0.0	0.0
novbcn_p	0.0	0.0	2	0	0	NOVBCNtex_reverse;NOVBCNtpp			0.0	0.0
o16a2und_p	0.0	0.0	1	0	0	O16AP2pp			0.0	0.0
o16a3und_p	0.0	0.0	1	0	0	O16AP3pp			0.0	0.0
o16a4colipa_e	0.0	0.0	1	0	0	EX_o16a4colipa_LPAREN_e_RPAREN_			0.0	0.0
o16a4colipa_p	0.0	0.0	1	0	0	O16A4COLIPAabctex			0.0	0.0
o16a4und_p	0.0	0.0	1	0	0	O16A4Lpp			0.0	0.0
o16aund_c	0.0	0.0	1	0	0	O16AUNDtpp			0.0	0.0
o16aund_p	0.0	0.0	3	0	0	O16AP3pp;O16AP2pp;O16AP1pp			0.0	0.0
o2_c	13.865579827524337	2.2492940644230317	38	2	5	CPPPGO;SARCOX;PPPGO;CYTBD2pp;PDX5POi;NODOy;NODOx;HPPPNDO;FDMO;TAUDO;URIC;CYTBO3_4pp;CYTBDpp;O2tpp_reverse;PYROX;OPHHX;PYAM5PO;MTRPOX;PACCOAE;H2SO;FDMO3;FDMO2;PPPNDO;FDMO6;FDMO4;OMMBLHX;OMPHHX;GGPTRCO;MOX;QMO3;QMO2;AACTOOR;monooxygenase;DHCINDO;CINNDO;3HPPPNH;3HCINNMH;ASPO6	monooxygenase;O2tpp_reverse	OPHHX;CYTBO3_4pp;CPPPGO;ASPO6;URIC	4.5823116448	-9.28326818273
o2_e	1.771991398356638	1.2529871339822114	2	0	2	EX_o2_LPAREN_e_RPAREN_;O2tex		EX_o2_LPAREN_e_RPAREN_;O2tex	0.0	-1.77199139836
o2_p	1.728122480084237	0.6531689024804374	7	1	1	CU1Opp;TYROXDApp;42A12BOOXpp;O2tpp;PEAMNOpp;O2tex_reverse;FEROpp	O2tex_reverse	O2tpp	1.68425356181	-0.0438689182724
o2s_c	0.0	0.0	1	0	0	SPODM			0.0	0.0
o2s_e	0.0	0.0	2	0	0	O2Stex;EX_o2s_LPAREN_e_RPAREN_			0.0	0.0
o2s_p	0.0	0.0	2	0	0	SPODMpp;O2Stex_reverse			0.0	0.0
oaa_c	1.8911690946328357	0.7147947302242371	7	0	4	MOX_reverse;PPCK;OAADC;MCITS;MDH_reverse;ASPTA_reverse;CS		CS;MOX_reverse;PPCK;ASPTA_reverse	0.0	-1.89116909463
oc2coa_c	0.37357770404816104	0.2641593278325558	2	1	1	ECOAH3_reverse;ACOAD3f_reverse	ECOAH3_reverse	ACOAD3f_reverse	0.186788852024	-0.186788852024
ocACP_c	0.0	0.0	3	0	0	3OAS100;FA80ACPHi;LIPOCT			0.0	0.0
occoa_c	0.18678885202408052	0.10784259399772407	3	0	1	ACOAD3f;FACOAE80;ACACT4r		ACACT4r	0.0	-0.186788852024
ocdcaACP_c	0.0	0.0	3	0	0	AGPAT180;G3PAT180;ACPPAT180			0.0	0.0
